id	metapop	alpha	alpha_imputed	pvalue	pvalue_imputed
ENSG00000248919	AFR	0.30909	0.7	0.75807	0.11636
ENSG00000253293	AFR	-4.0		0.3007	
ENSG00000254959	AFR	-0.93421	-0.8	0.41156	0.66878
ENSG00000257138	AFR	0.0		1.0	
ENSG00000257335	AFR	-1.14118	0.11765	0.00428	0.66769
ENSG00000257743	AFR	-1.2807		0.02202	
ENSG00000257923	AFR	-0.66667		0.54837	
ENSG00000258083	AFR	0.41667		1.0	
ENSG00000258227	AFR	0.5		1.0	
ENSG00000267970	AFR	0.7619		0.35215	
ENSG00000272647	AFR	-14.0		0.02123	
ENSG00000274523	AFR	0.0		1.0	
ENSG00000281887	AFR	0.22222		0.74206	
ENSG00000003987	AFR	0.63636		0.2057	
ENSG00000003989	AFR	-0.1875		0.79088	
ENSG00000008513	AFR	-0.63636	-0.33333	1.0	1.0
ENSG00000008853	AFR	-2.86364		0.20745	
ENSG00000012232	AFR	-3.04762		0.10027	
ENSG00000014164	AFR	-0.8087	-0.12	0.23933	1.0
ENSG00000015592	AFR	0.66667		0.23412	
ENSG00000020181	AFR	-5.38889	-0.66667	0.01115	0.69613
ENSG00000022567	AFR	0.5122	0.7561	0.07201	0.00095
ENSG00000023287	AFR	0.30864	0.80556	0.76241	0.01993
ENSG00000029534	AFR	-2.91304	-1.66667	0.03895	0.16967
ENSG00000034239	AFR	-3.0		0.52381	
ENSG00000035681	AFR	-14.0	-6.5	0.01364	0.15495
ENSG00000036448	AFR	-5.0	-1.59615	0.0	0.04405
ENSG00000036565	AFR	-1.625		0.20892	
ENSG00000038945	AFR	-2.75	-0.66667	0.21065	0.67919
ENSG00000042832	AFR	-0.595	-0.305	0.13082	0.44839
ENSG00000042980	AFR	-1.7	-1.0	0.07083	0.27814
ENSG00000046889	AFR	-8.03571	-3.125	0.0216	0.25671
ENSG00000047249	AFR	0.65179		0.27334	
ENSG00000064313	AFR	0.3125		1.0	
ENSG00000066777	AFR	-0.8		0.5289	
ENSG00000066827	AFR	-0.03571	0.375	1.0	0.55488
ENSG00000066855	AFR	0.0		1.0	
ENSG00000067167	AFR	-2.75		0.55944	
ENSG00000069206	AFR	-0.73077	-0.03846	0.4031	1.0
ENSG00000070501	AFR	-1.5		0.57576	
ENSG00000070756	AFR	-3.16667		0.31469	
ENSG00000071894	AFR	-0.93939		0.38635	
ENSG00000076641	AFR	0.625		0.62055	
ENSG00000078674	AFR	-0.73913	0.16667	0.32181	0.80643
ENSG00000079102	AFR	-2.63636		0.36443	
ENSG00000079112	AFR	0.07692	0.7	1.0	0.10593
ENSG00000079459	AFR	0.44853	0.58333	0.51363	0.31299
ENSG00000082556	AFR	-1.33333	-0.2	1.0	1.0
ENSG00000083168	AFR	-0.26728	0.21429	0.78702	0.77092
ENSG00000085719	AFR	-1.07407		0.66564	
ENSG00000091656	AFR	-0.92308	0.38462	0.11538	0.36195
ENSG00000091879	AFR	-2.69231		0.37148	
ENSG00000092964	AFR	-0.23077		1.0	
ENSG00000104213	AFR	-16.0	-7.0	0.00556	0.08751
ENSG00000104218	AFR	-0.8		0.53716	
ENSG00000104231	AFR	-0.5		1.0	
ENSG00000104237	AFR	0.42857		0.28294	
ENSG00000104299	AFR	-0.875		0.68816	
ENSG00000104312	AFR	0.46667	0.66667	1.0	0.55808
ENSG00000104313	AFR	0.0	0.5	1.0	0.62238
ENSG00000104320	AFR	-0.5	0.8125	0.72929	0.10405
ENSG00000104321	AFR	-4.26316	-1.5	0.0475	0.4507
ENSG00000104324	AFR	0.2	0.8	1.0	0.16747
ENSG00000104325	AFR	-0.125		1.0	
ENSG00000104341	AFR	0.0		1.0	
ENSG00000104343	AFR	0.25		1.0	
ENSG00000104356	AFR	-0.05769	0.6875	1.0	0.14918
ENSG00000104361	AFR	0.68		0.35752	
ENSG00000104365	AFR	-2.92857		0.08697	
ENSG00000104368	AFR	-0.44231		0.71398	
ENSG00000104369	AFR	-7.25	-5.0	0.03931	0.1698
ENSG00000104375	AFR	0.53846		0.41836	
ENSG00000104381	AFR	-3.2		0.19681	
ENSG00000104408	AFR	0.33333		1.0	
ENSG00000104415	AFR	-1.0	-1.0	0.60147	0.60147
ENSG00000104419	AFR	-0.54286		0.74314	
ENSG00000104447	AFR	-2.9		0.15039	
ENSG00000104450	AFR	-7.36364	-3.0	0.0043	0.09049
ENSG00000104490	AFR	-0.14286		1.0	
ENSG00000104497	AFR	-6.5		0.24242	
ENSG00000104499	AFR	-1.33333		0.60664	
ENSG00000104517	AFR	0.56957		0.09942	
ENSG00000104518	AFR	0.15556	0.66667	0.79512	0.07987
ENSG00000104522	AFR	0.6	0.6	0.29554	0.29554
ENSG00000104529	AFR	-0.23016		0.7979	
ENSG00000104537	AFR	-4.625		0.12648	
ENSG00000104549	AFR	-0.25		1.0	
ENSG00000104611	AFR	-2.4	-1.5	0.10074	0.30527
ENSG00000104613	AFR	-6.2		0.2528	
ENSG00000104626	AFR	-0.33333		1.0	
ENSG00000104635	AFR	-0.4	0.76667	0.73322	0.20156
ENSG00000104660	AFR	-0.57143		0.63527	
ENSG00000104679	AFR	-1.61224		0.19034	
ENSG00000104687	AFR	-0.5		1.0	
ENSG00000104689	AFR	0.28889		1.0	
ENSG00000104714	AFR	0.18407		0.80887	
ENSG00000104722	AFR	-1.51282		0.15181	
ENSG00000104728	AFR	0.27075		0.40264	
ENSG00000104738	AFR	-4.09091		0.3295	
ENSG00000104755	AFR	0.0		1.0	
ENSG00000104760	AFR	-0.125		1.0	
ENSG00000104763	AFR	-1.13333		0.41745	
ENSG00000105339	AFR	0.18301	0.4281	0.70906	0.17665
ENSG00000120526	AFR	-11.0		0.05929	
ENSG00000120875	AFR	-1.75		0.39553	
ENSG00000120885	AFR	-0.13333	0.77778	1.0	0.06707
ENSG00000120889	AFR	-0.93182		0.45803	
ENSG00000120896	AFR	-1.22222	-0.66667	0.17138	0.41069
ENSG00000120899	AFR	0.05769	0.80556	1.0	0.04234
ENSG00000120903	AFR	-1.0		0.5006	
ENSG00000120907	AFR	0.3875		0.42196	
ENSG00000120910	AFR	-0.25		1.0	
ENSG00000120913	AFR	-0.63636		0.66446	
ENSG00000120915	AFR	-1.2	-0.5	0.30643	0.72086
ENSG00000120992	AFR	-1.5		1.0	
ENSG00000121005	AFR	-0.2		1.0	
ENSG00000123119	AFR	0.35		0.72102	
ENSG00000123124	AFR	-2.71429	0.0	0.53755	1.0
ENSG00000129292	AFR	-1.77778	-0.66667	0.39045	0.66992
ENSG00000129295	AFR	-0.02857	0.2	1.0	1.0
ENSG00000129422	AFR	-0.90887	0.10714	0.07637	0.84985
ENSG00000129691	AFR	-0.8		1.0	
ENSG00000129696	AFR	0.07143		1.0	
ENSG00000131203	AFR	-1.8125		0.38421	
ENSG00000132294	AFR	-12.71429		0.02473	
ENSG00000132297	AFR	0.5	0.6875	0.34287	0.16632
ENSG00000132549	AFR	-0.11111	0.5	0.84195	0.13708
ENSG00000132554	AFR	-1.8	0.53333	0.17519	0.40092
ENSG00000132561	AFR	-0.6	0.33333	0.55255	0.52528
ENSG00000133731	AFR	-1.33333		0.64992	
ENSG00000133739	AFR	-0.70455		0.66464	
ENSG00000133742	AFR	-2.5	0.0	0.53007	1.0
ENSG00000133863	AFR	0.19425	0.43956	0.59468	0.14599
ENSG00000133872	AFR	0.25		1.0	
ENSG00000134013	AFR	-1.68519	0.28571	0.14435	0.70751
ENSG00000134014	AFR	-0.5		1.0	
ENSG00000134020	AFR	-3.28571	-1.22222	0.10573	0.66685
ENSG00000134028	AFR	-2.42857	-1.0	0.35	0.64241
ENSG00000136573	AFR	-0.65789		0.54715	
ENSG00000136960	AFR	-0.6875	0.1	0.52547	1.0
ENSG00000136982	AFR	0.625		0.62848	
ENSG00000136997	AFR	0.78571		0.31373	
ENSG00000137561	AFR	-4.0		0.54545	
ENSG00000137571	AFR	-1.0	-0.875	0.4505	0.46203
ENSG00000137573	AFR	0.38889		1.0	
ENSG00000137574	AFR	-1.0		0.25075	
ENSG00000145002	AFR	-2.0		1.0	
ENSG00000147316	AFR	-0.38235	-0.1	0.59024	1.0
ENSG00000147324	AFR	-1.87179		0.14326	
ENSG00000147408	AFR	-2.28205		0.16283	
ENSG00000147432	AFR	-4.0		0.31561	
ENSG00000147434	AFR	-0.3125		1.0	
ENSG00000147439	AFR	-7.57143		0.07304	
ENSG00000147443	AFR	-4.54167		0.0564	
ENSG00000147454	AFR	-1.5	0.33333	0.48872	1.0
ENSG00000147457	AFR	0.4		0.66992	
ENSG00000147459	AFR	-2.91447	-1.125	0.02331	0.27208
ENSG00000147465	AFR	-0.42857		1.0	
ENSG00000147471	AFR	0.2		1.0	
ENSG00000147481	AFR	0.5		0.63719	
ENSG00000147485	AFR	-1.08889		0.12272	
ENSG00000147488	AFR	-1.35714		0.2321	
ENSG00000147509	AFR	-7.75		0.13122	
ENSG00000147526	AFR	-1.36111	0.375	0.43177	0.66192
ENSG00000147536	AFR	-0.25		1.0	
ENSG00000147548	AFR	0.44615		0.68802	
ENSG00000147570	AFR	-15.0		0.12727	
ENSG00000147573	AFR	-0.63636	0.33333	1.0	0.61262
ENSG00000147576	AFR	0.31429	0.6	1.0	0.64241
ENSG00000147592	AFR	-1.66667	0.33333	0.56044	1.0
ENSG00000147601	AFR	0.25		1.0	
ENSG00000147604	AFR	-1.5		1.0	
ENSG00000147606	AFR	-1.25	0.0	0.40968	1.0
ENSG00000147613	AFR	-0.25926		0.74853	
ENSG00000147642	AFR	0.5	0.66667	0.45849	0.24508
ENSG00000147647	AFR	-0.0625	0.2	1.0	1.0
ENSG00000147649	AFR	-0.5		1.0	
ENSG00000147650	AFR	-0.03125	0.25	1.0	1.0
ENSG00000147654	AFR	-4.33333		0.29293	
ENSG00000147676	AFR	0.0		1.0	
ENSG00000147677	AFR	-2.5		0.49091	
ENSG00000147679	AFR	-6.0		0.24476	
ENSG00000147684	AFR	0.18182	0.55556	1.0	0.62208
ENSG00000147689	AFR	0.11111		1.0	
ENSG00000147697	AFR	0.55556	0.66667	0.44125	0.41228
ENSG00000147724	AFR	-0.27586	0.71429	0.63931	0.02771
ENSG00000147799	AFR	-3.47368		0.03797	
ENSG00000147804	AFR	-0.17		1.0	
ENSG00000147813	AFR	0.33333	0.75	0.57311	0.03683
ENSG00000153317	AFR	-7.0	-3.0	0.05598	0.3791
ENSG00000154319	AFR	-2.04		0.17665	
ENSG00000154328	AFR	-0.6		0.66638	
ENSG00000154359	AFR	-30.5		0.00548	
ENSG00000155087	AFR	-11.0	-5.66667	0.02997	0.1448
ENSG00000155090	AFR	-0.25		1.0	
ENSG00000155096	AFR	-3.0		0.57647	
ENSG00000155100	AFR	-4.83333	-1.5	0.15343	0.59207
ENSG00000155189	AFR	0.11111		1.0	
ENSG00000155897	AFR	-2.57895		0.05075	
ENSG00000155926	AFR	-1.45		0.28899	
ENSG00000155970	AFR	-0.375		1.0	
ENSG00000155975	AFR	-1.36111	0.16667	0.42826	1.0
ENSG00000156006	AFR	0.15625	0.5	1.0	0.44856
ENSG00000156011	AFR	-1.23684	-0.875	0.10163	0.23414
ENSG00000156162	AFR	0.61111		0.42998	
ENSG00000156170	AFR	0.25		1.0	
ENSG00000156172	AFR	-2.33333		0.54545	
ENSG00000156466	AFR	-0.5		1.0	
ENSG00000156467	AFR	-1.0	0.2	0.65702	1.0
ENSG00000156482	AFR	-4.6		0.09907	
ENSG00000156486	AFR	-1.5		0.6044	
ENSG00000156509	AFR	-4.0	-0.66667	0.09944	1.0
ENSG00000156675	AFR	-0.19929		0.7255	
ENSG00000156787	AFR	-2.83333	-1.25	0.09935	0.48369
ENSG00000156795	AFR	-8.0		0.10941	
ENSG00000156802	AFR	-0.6	0.75	0.56674	0.07262
ENSG00000156804	AFR	0.71875	0.75	0.3322	0.16176
ENSG00000156831	AFR	-3.0		0.45455	
ENSG00000157110	AFR	-1.0		1.0	
ENSG00000157168	AFR	-5.44444		0.02072	
ENSG00000158106	AFR	-1.5		0.21213	
ENSG00000158669	AFR	-5.0		0.52381	
ENSG00000158806	AFR	-4.0		0.3956	
ENSG00000158863	AFR	0.71429		0.32867	
ENSG00000158941	AFR	-0.59375		0.53586	
ENSG00000160886	AFR	0.82051	0.96154	0.19779	0.00494
ENSG00000160932	AFR	-2.9	-0.5	0.29686	1.0
ENSG00000160948	AFR	-5.25		0.16599	
ENSG00000160949	AFR	-0.30769	0.0	0.65459	1.0
ENSG00000160957	AFR	-0.93421		0.12096	
ENSG00000160959	AFR	-2.97059		0.15392	
ENSG00000160973	AFR	-0.85714	0.5	0.61462	0.58042
ENSG00000161016	AFR	0.66667	0.8	0.58042	0.54545
ENSG00000164683	AFR	0.66667		1.0	
ENSG00000164684	AFR	-7.33333	-4.0	0.13753	0.54545
ENSG00000164733	AFR	-3.61538	-2.33333	0.08356	0.25931
ENSG00000164741	AFR	-0.96491		0.0877	
ENSG00000164743	AFR	-0.42857		1.0	
ENSG00000164751	AFR	0.25	0.5	1.0	0.62704
ENSG00000164754	AFR	0.775		0.18092	
ENSG00000164756	AFR	0.2		1.0	
ENSG00000164761	AFR	-0.75	0.0	0.65944	1.0
ENSG00000164764	AFR	-2.0		0.58824	
ENSG00000164796	AFR	-0.52174	0.5	0.23815	0.08216
ENSG00000164808	AFR	-9.5		0.00802	
ENSG00000164821	AFR	-0.09804	-0.09804	1.0	1.0
ENSG00000164822	AFR	-0.90476	-0.52381	0.68165	1.0
ENSG00000164823	AFR	-1.5	0.0	0.62207	1.0
ENSG00000164830	AFR	-2.61111		0.09459	
ENSG00000164871	AFR	-0.66667		1.0	
ENSG00000164893	AFR	-0.68	0.2	0.69352	1.0
ENSG00000164919	AFR	-8.0		0.48571	
ENSG00000164920	AFR	-2.5		0.32867	
ENSG00000164929	AFR	0.77778		0.42308	
ENSG00000164930	AFR	-0.28571	0.6	1.0	0.36985
ENSG00000164932	AFR	-3.66667	-1.0	0.51049	1.0
ENSG00000164934	AFR	0.16923		0.78724	
ENSG00000164938	AFR	0.16667		1.0	
ENSG00000164941	AFR	-2.75		0.35489	
ENSG00000164944	AFR	-0.14286		1.0	
ENSG00000164949	AFR	-2.5		0.53846	
ENSG00000164951	AFR	0.5		1.0	
ENSG00000164953	AFR	-9.66667		0.00301	
ENSG00000165046	AFR	-2.14286		0.55338	
ENSG00000165066	AFR	-7.75		0.13122	
ENSG00000165071	AFR	-2.3		0.22797	
ENSG00000165084	AFR	0.73	0.925	0.14689	0.00483
ENSG00000165102	AFR	-3.33333		0.13396	
ENSG00000165156	AFR	-1.0		0.60268	
ENSG00000165392	AFR	0.51579	0.6	0.21237	0.12798
ENSG00000167632	AFR	-2.13636	-0.4375	0.02609	0.60895
ENSG00000167700	AFR	-3.44444		0.12608	
ENSG00000167701	AFR	-1.66667		0.37652	
ENSG00000167702	AFR	-0.35	-0.125	0.76664	1.0
ENSG00000167904	AFR	0.75		0.52381	
ENSG00000168077	AFR	-5.5		0.03532	
ENSG00000168078	AFR	0.4		1.0	
ENSG00000168453	AFR	-0.16477	-0.125	0.81028	1.0
ENSG00000168476	AFR	-1.5		0.56804	
ENSG00000168481	AFR	-14.75	-3.5	0.00111	0.19303
ENSG00000168484	AFR	0.76667	0.83333	0.33308	0.3043
ENSG00000168487	AFR	-7.37778	-0.44444	0.00268	0.7086
ENSG00000168490	AFR	-1.0		1.0	
ENSG00000168522	AFR	0.83333		0.48571	
ENSG00000168546	AFR	-3.57143	-1.0	0.31889	1.0
ENSG00000168575	AFR	0.17647		1.0	
ENSG00000168615	AFR	-1.0	-0.33333	0.6517	1.0
ENSG00000168619	AFR	0.19192	0.39394	0.77872	0.55632
ENSG00000169085	AFR	-1.8		0.56923	
ENSG00000169122	AFR	-1.33333		1.0	
ENSG00000169139	AFR	-0.5		1.0	
ENSG00000169154	AFR	0.63333	0.66667	0.27752	0.26725
ENSG00000169398	AFR	-3.16667	-1.5	0.0911	0.28929
ENSG00000169436	AFR	-1.15385	0.42857	0.05637	0.26733
ENSG00000169439	AFR	0.16667		1.0	
ENSG00000169495	AFR	0.14286		1.0	
ENSG00000169499	AFR	-4.0		0.3007	
ENSG00000169946	AFR	-2.28571	0.0	0.07289	1.0
ENSG00000170289	AFR	-3.125	-2.5	0.00975	0.03306
ENSG00000170619	AFR	-2.28846	-0.125	0.03728	1.0
ENSG00000170631	AFR	-1.03571		0.35324	
ENSG00000170791	AFR	0.0		1.0	
ENSG00000170873	AFR	-0.85859	0.11111	0.36519	1.0
ENSG00000170881	AFR	0.6875		0.35636	
ENSG00000171044	AFR	-1.28571		0.63282	
ENSG00000171045	AFR	-0.8		0.65902	
ENSG00000171060	AFR	0.70312	0.75	0.3963	0.38378
ENSG00000171316	AFR	-2.26471		0.04236	
ENSG00000171320	AFR	-6.91667	-2.75	0.00651	0.13942
ENSG00000171428	AFR	-1.4		0.28831	
ENSG00000172167	AFR	-0.27273	0.73333	0.75264	0.13942
ENSG00000172172	AFR	-2.0		1.0	
ENSG00000172680	AFR	-0.25		1.0	
ENSG00000172748	AFR	0.10714		1.0	
ENSG00000172817	AFR	-1.0		1.0	
ENSG00000173137	AFR	-0.42857	0.0	1.0	1.0
ENSG00000173273	AFR	0.16049	0.59524	1.0	0.15365
ENSG00000173281	AFR	0.33333		1.0	
ENSG00000173334	AFR	0.2		1.0	
ENSG00000173535	AFR	0.25		0.71753	
ENSG00000174226	AFR	-10.33333		0.02776	
ENSG00000174417	AFR	-4.0		0.5	
ENSG00000174429	AFR	0.44		0.65617	
ENSG00000175073	AFR	-6.0		0.16858	
ENSG00000175445	AFR	-5.42857	-1.0	0.04923	1.0
ENSG00000175606	AFR	-7.0		0.11958	
ENSG00000175946	AFR	-1.14286	0.4	0.24789	0.52278
ENSG00000176406	AFR	-2.78409	0.25	0.06095	0.71323
ENSG00000176566	AFR	0.38889		0.69415	
ENSG00000176571	AFR	-0.46667		0.64784	
ENSG00000176623	AFR	-1.4	-1.0	0.43844	0.45165
ENSG00000176853	AFR	-0.375		1.0	
ENSG00000177182	AFR	-5.0		0.28205	
ENSG00000177459	AFR	0.25		1.0	
ENSG00000177570	AFR	-1.33333		0.62848	
ENSG00000177669	AFR	-1.0	-0.8	0.5959	0.61194
ENSG00000177710	AFR	-0.50694	0.34375	0.55415	0.542
ENSG00000178125	AFR	0.6		1.0	
ENSG00000178209	AFR	-1.21252	0.4524	0.00025	0.01923
ENSG00000178460	AFR	-1.625		0.3945	
ENSG00000178719	AFR	-1.0		1.0	
ENSG00000178764	AFR	-2.31034		0.13349	
ENSG00000178814	AFR	-0.55897	0.26154	0.37738	0.63287
ENSG00000178896	AFR	-3.44444		0.17358	
ENSG00000179041	AFR	0.73529	0.93382	0.04675	0.00065
ENSG00000179526	AFR	0.33333	0.52381	0.73372	0.48211
ENSG00000179632	AFR	-1.33333	-0.66667	0.64992	0.66406
ENSG00000179698	AFR	-0.30667		0.56862	
ENSG00000179832	AFR	-0.25	0.66667	1.0	0.34985
ENSG00000179886	AFR	-0.25		1.0	
ENSG00000179950	AFR	-0.2		1.0	
ENSG00000180053	AFR	-2.5	0.125	0.22035	1.0
ENSG00000180155	AFR	-2.0		0.57576	
ENSG00000180190	AFR	-5.0		0.26573	
ENSG00000180543	AFR	0.14286	0.25	1.0	1.0
ENSG00000180694	AFR	0.75		0.52381	
ENSG00000180900	AFR	-0.21795	0.51282	0.67128	0.15024
ENSG00000180921	AFR	-1.43478	-1.33333	0.17899	0.17968
ENSG00000180938	AFR	-0.2963		1.0	
ENSG00000181085	AFR	-0.50376	0.14286	0.55776	1.0
ENSG00000181135	AFR	0.30864	0.77778	0.72692	0.11524
ENSG00000181195	AFR	0.29091		1.0	
ENSG00000181790	AFR	0.10909	0.3	1.0	0.71854
ENSG00000182197	AFR	-0.53846	0.6	1.0	0.4424
ENSG00000182307	AFR	0.44444		1.0	
ENSG00000182325	AFR	-5.0		0.05424	
ENSG00000182372	AFR	-0.33333		1.0	
ENSG00000182674	AFR	-2.29412		0.39386	
ENSG00000183117	AFR	-1.74805	-0.03618	0.00143	1.0
ENSG00000183309	AFR	0.5		0.68166	
ENSG00000183638	AFR	-0.35881		0.1022	
ENSG00000183665	AFR	-1.2	0.0	0.62436	1.0
ENSG00000183808	AFR	-1.6	-0.6	0.29055	0.71073
ENSG00000184156	AFR	-0.79487		0.70059	
ENSG00000184374	AFR	-1.33333		1.0	
ENSG00000184428	AFR	-1.2	0.175	0.1797	0.77384
ENSG00000184489	AFR	-2.0		1.0	
ENSG00000184647	AFR	-1.09	-0.46667	0.25313	0.76304
ENSG00000184661	AFR	0.25	0.5	0.77364	0.36508
ENSG00000184672	AFR	0.57143		1.0	
ENSG00000185000	AFR	-1.5		0.62268	
ENSG00000185015	AFR	-2.0		0.60839	
ENSG00000185122	AFR	0.16667		1.0	
ENSG00000185189	AFR	-29.85714		0.00036	
ENSG00000185697	AFR	-1.0		0.62848	
ENSG00000185728	AFR	-3.0		0.54545	
ENSG00000185730	AFR	0.67857		0.39888	
ENSG00000185803	AFR	-0.30909		1.0	
ENSG00000185900	AFR	-1.85714		0.60003	
ENSG00000187955	AFR	-2.125	-0.07143	0.04393	1.0
ENSG00000188343	AFR	-1.75		0.55728	
ENSG00000188676	AFR	-2.8	-0.2	0.30025	1.0
ENSG00000188778	AFR	-1.0		0.44426	
ENSG00000189233	AFR	-0.22667	0.04762	0.7707	1.0
ENSG00000189376	AFR	-0.5		1.0	
ENSG00000196150	AFR	0.9		0.03497	
ENSG00000196166	AFR	-0.16667		1.0	
ENSG00000196378	AFR	0.66667		0.59276	
ENSG00000197140	AFR	-2.85714	-1.57143	0.05585	0.20351
ENSG00000197181	AFR	0.61111		0.29428	
ENSG00000197217	AFR	-5.19231	-0.75	0.0567	1.0
ENSG00000197265	AFR	-2.33333		0.54545	
ENSG00000197275	AFR	0.4		1.0	
ENSG00000197353	AFR	-2.0		0.60839	
ENSG00000197363	AFR	-0.3125	0.80556	0.75418	0.05017
ENSG00000197858	AFR	0.0	0.2	1.0	1.0
ENSG00000197892	AFR	-1.85714		0.05158	
ENSG00000198010	AFR	-2.92727	-2.2	0.01974	0.06095
ENSG00000198042	AFR	-1.0		0.6267	
ENSG00000198169	AFR	-0.75		0.5017	
ENSG00000198363	AFR	-0.2		1.0	
ENSG00000198576	AFR	0.94444		0.0115	
ENSG00000204839	AFR	-0.5	0.11111	0.56547	1.0
ENSG00000204882	AFR	-1.88095	-1.75	0.18114	0.30283
ENSG00000205002	AFR	0.25	0.75	1.0	0.54545
ENSG00000205038	AFR	-1.77321	-0.27186	0.00049	0.45184
ENSG00000205189	AFR	-2.0		0.55944	
ENSG00000205268	AFR	-9.5		0.21678	
ENSG00000206579	AFR	-1.0		0.65925	
ENSG00000212993	AFR	-1.05128	-0.53846	0.46529	1.0
ENSG00000213563	AFR	-4.0		0.46429	
ENSG00000213865	AFR	0.57143		1.0	
ENSG00000214050	AFR	-0.92857	0.22857	0.37386	0.74605
ENSG00000214814	AFR	-2.22581	-0.13636	0.00807	1.0
ENSG00000215262	AFR	0.32773		0.58856	
ENSG00000215372	AFR	-6.5		0.09	
ENSG00000221818	AFR	-2.0	0.0	0.6169	1.0
ENSG00000221947	AFR	-0.83333	0.66667	0.61262	0.5671
ENSG00000223443	AFR	-1.24359		0.28408	
ENSG00000240694	AFR	-0.28571		1.0	
ENSG00000241852	AFR	-3.5	-1.0	0.14426	0.6267
ENSG00000250305	AFR	0.16883	0.51515	0.78915	0.25933
ENSG00000253598	AFR	0.55556	0.75	1.0	0.55944
ENSG00000253958	AFR	0.44444	0.5	0.68696	0.68284
ENSG00000254093	AFR	0.25	0.90625	1.0	0.02997
ENSG00000254402	AFR	-0.60714		0.68817	
ENSG00000255181	AFR	0.44444		1.0	
ENSG00000258417	AFR	-0.66667		0.4945	
ENSG00000258677	AFR	0.11111		1.0	
ENSG00000261150	AFR	-1.97765	-0.63636	0.00064	0.15102
ENSG00000261667	AFR	-1.0		1.0	
ENSG00000265817	AFR	-0.86667		0.47571	
ENSG00000275342	AFR	-0.0746	0.07143	1.0	1.0
ENSG00000276418	AFR	-0.66667		0.68539	
ENSG00000283992	AFR	0.6	0.83333	0.6044	0.24242
ENSG00000005238	AFR	-0.71429		0.70004	
ENSG00000010438	AFR	-0.5	-0.5	1.0	1.0
ENSG00000030304	AFR	-2.0	0.25	0.18094	1.0
ENSG00000041982	AFR	-1.37805	-0.5625	0.02051	0.34176
ENSG00000044459	AFR	0.00805		1.0	
ENSG00000048828	AFR	-2.5	-2.5	0.38051	0.38051
ENSG00000050555	AFR	-1.48889	-0.24444	0.03293	0.66614
ENSG00000054179	AFR	-0.66667	0.0	1.0	1.0
ENSG00000056558	AFR	-0.75		1.0	
ENSG00000056586	AFR	0.30769	0.625	0.74297	0.28175
ENSG00000064218	AFR	-0.2931		0.7961	
ENSG00000070061	AFR	-1.23889		0.1328	
ENSG00000070159	AFR	-2.16667		0.17218	
ENSG00000070601	AFR	0.47253	0.71429	0.40384	0.05411
ENSG00000070610	AFR	-2.71429	0.0	0.11046	1.0
ENSG00000080298	AFR	0.57143		0.29833	
ENSG00000080503	AFR	-23.66667	-11.33333	3e-05	0.00702
ENSG00000080608	AFR	-8.6	-6.5	0.00193	0.00708
ENSG00000081377	AFR	-3.0	0.0	0.45455	1.0
ENSG00000081386	AFR	-0.00358	0.32258	1.0	0.34756
ENSG00000083067	AFR	-12.27586	-7.8	0.00368	0.02303
ENSG00000083223	AFR	-1.125	0.25	0.64016	1.0
ENSG00000085265	AFR	0.475		0.66685	
ENSG00000086062	AFR	-2.33333		0.61262	
ENSG00000090054	AFR	-1.8		0.56923	
ENSG00000095203	AFR	-1.0	0.5	0.49242	0.45274
ENSG00000095261	AFR	-4.0		0.34081	
ENSG00000095303	AFR	-0.06952	0.76471	1.0	0.05163
ENSG00000095319	AFR	-6.6	0.05	0.00037	1.0
ENSG00000095321	AFR	-1.16364		0.31539	
ENSG00000095370	AFR	-2.70909	-1.4	0.06539	0.32513
ENSG00000095383	AFR	-7.4375	-6.5	0.00678	0.01598
ENSG00000095397	AFR	-0.84615	-0.07692	0.23871	1.0
ENSG00000096872	AFR	-2.42857	-0.71429	0.1368	0.70977
ENSG00000096968	AFR	-0.83333		0.70412	
ENSG00000097007	AFR	-1.26984		0.32792	
ENSG00000099139	AFR	-0.27077		0.60149	
ENSG00000099219	AFR	-0.50725		0.60256	
ENSG00000106686	AFR	-0.36111	-0.05	0.77181	1.0
ENSG00000106692	AFR	-3.0	-3.0	0.19206	0.19206
ENSG00000106701	AFR	-2.5		0.53846	
ENSG00000106714	AFR	0.67593		0.16632	
ENSG00000106733	AFR	-7.33333		0.13753	
ENSG00000106771	AFR	0.57333		0.42694	
ENSG00000106772	AFR	-0.05944	0.16176	0.86702	0.73514
ENSG00000106780	AFR	0.88095		0.1473	
ENSG00000106785	AFR	0.1405		1.0	
ENSG00000106789	AFR	-7.4		0.03753	
ENSG00000106804	AFR	-0.17857	0.59259	0.80912	0.10819
ENSG00000106819	AFR	-0.33333		1.0	
ENSG00000106823	AFR	-3.0	-0.33333	0.14635	1.0
ENSG00000106829	AFR	-3.72727		0.12849	
ENSG00000106868	AFR	0.25	0.625	1.0	0.37813
ENSG00000106927	AFR	-0.03125		1.0	
ENSG00000106948	AFR	0.04857	0.46593	1.0	0.0912
ENSG00000106976	AFR	0.0		1.0	
ENSG00000106991	AFR	0.09774		1.0	
ENSG00000107014	AFR	-1.0		1.0	
ENSG00000107018	AFR	0.625		0.56044	
ENSG00000107036	AFR	0.5125		0.25733	
ENSG00000107077	AFR	-1.79412		0.05371	
ENSG00000107099	AFR	-0.46543	-0.10294	0.24226	0.88038
ENSG00000107104	AFR	-1.75676	-0.2	0.39839	1.0
