id	pop	DAF0f	DAF4f	p0	pi	di	d0	chr	mi	m0	recomb
FBgn0052039	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	0.0	1.0	2.0	3L	159	33	2.9074858910000003
FBgn0052040	RAL	3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0	5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	7.0	5.0	6.0	16.0	3L	617	131	2.9074858910000003
FBgn0052053	RAL	10;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1	5;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1	10.0	14.0	17.0	19.0	3L	946	253	1.038387818
FBgn0052054	RAL	12;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0	3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1	6.0	16.0	32.0	26.0	3L	1118	268	1.038387818
FBgn0052055	RAL	20;0;1;0;6;0;2;2;0;0;0;0;0;2;1;0;0;1;0;0	9;2;1;1;0;1;2;1;2;0;2;1;0;0;1;2;0;1;0;1	27.0	35.0	11.0	14.0	3L	997	217	1.176839527
FBgn0052056	RAL	13;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;1;2;3;5;3;0;1;1;0;0;0;0;2;0;0;0;0;0;0	23.0	16.0	6.0	13.0	3L	827	232	1.176839527
FBgn0052057	RAL	7;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0	7;2;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1	16.0	9.0	3.0	10.0	3L	788	205	2.9074858910000003
FBgn0052058	RAL	17;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1	5;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3	12.0	21.0	21.0	17.0	3L	1127	198	5.261164946
FBgn0052061	RAL	4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	8.0	5.0	10.0	18.0	3L	420	94	5.261164946
FBgn0052062	RAL	12;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	5;3;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0	13.0	16.0	39.0	24.0	3L	1881	590	5.261164946
FBgn0052064	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8;1;0;1;1;2;2;0;1;1;0;1;0;0;1;0;0;0;0;0	19.0	1.0	12.0	21.0	3L	1028	260	5.261164946
FBgn0052066	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	11;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1	14.0	2.0	0.0	5.0	3L	608	164	3.461292728
FBgn0052068	RAL	8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0	2.0	8.0	0.0	3.0	3L	361	68	3.461292728
FBgn0052069	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	0.0	1.0	0.0	3L	150	40	4.222777128
FBgn0052071	RAL	8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0	6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2	10.0	11.0	9.0	11.0	3L	277	96	4.222777128
FBgn0052072	RAL	5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2	2;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;2	9.0	9.0	10.0	9.0	3L	517	117	4.222777128
FBgn0052073	RAL	1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0	2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	4.0	3.0	19.0	15.0	3L	212	79	3.115163455
FBgn0052074	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3	3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	4.0	5.0	35.0	13.0	3L	218	69	3.115163455
FBgn0052075	RAL	14;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	3;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0	11.0	18.0	31.0	20.0	3L	1047	227	4.222777128
FBgn0052076	RAL	4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	5;1;2;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1	15.0	7.0	4.0	22.0	3L	836	228	3.115163455
FBgn0052079	RAL	2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2	6;1;1;1;1;0;0;0;0;0;1;0;0;2;0;2;1;0;2;0	18.0	9.0	16.0	17.0	3L	876	209	4.222777128
FBgn0052081	RAL	1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1	5;2;2;0;0;3;0;0;1;1;0;1;0;1;0;0;0;1;1;1	19.0	4.0	20.0	26.0	3L	915	239	4.222777128
FBgn0052082	RAL	9;3;2;2;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0	7;1;3;1;4;1;0;0;0;2;0;1;0;1;0;1;1;0;0;1	24.0	20.0	1.0	15.0	3L	2070	470	3.115163455
FBgn0052085	RAL	8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	10;4;6;4;2;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0	32.0	9.0	6.0	28.0	3L	1243	376	0.623032691
FBgn0052086	RAL	11;9;6;1;2;0;0;0;0;1;1;0;0;2;0;1;0;0;2;0	3;3;2;3;2;0;0;0;0;0;1;0;0;0;0;1;0;2;1;0	18.0	36.0	19.0	14.0	3L	941	197	2.769034182
FBgn0052087	RAL	15;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0	2;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;2	11.0	20.0	24.0	21.0	3L	772	206	0.41535512700000005
FBgn0052088	RAL	16;3;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1	7;3;1;0;2;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0	16.0	25.0	35.0	43.0	3L	1825	387	0.41535512700000005
FBgn0052091	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	3;1;0;0;0;1;1;2;2;0;2;1;1;0;0;0;0;2;2;3	21.0	6.0	351.0	107.0	3L	1191	293	0.623032691
FBgn0052095	RAL	7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1	13.0	9.0	14.0	24.0	3L	808	213	1.661420509
FBgn0052099	RAL	4;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0	6;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1	12.0	8.0	10.0	13.0	3L	558	123	1.453742946
FBgn0052100	RAL	14;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0	4;0;3;1;1;1;0;3;0;2;0;1;0;0;2;0;0;0;2;1	21.0	19.0	7.0	17.0	3L	933	204	1.592194655
FBgn0052102	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1.0	2.0	1.0	2.0	3L	175	42	5.953423491000001
FBgn0052103	RAL	10;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0	5;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1	12.0	12.0	2.0	7.0	3L	1114	260	2.215227346
FBgn0052104	RAL	26;5;3;1;1;2;0;1;0;1;1;1;0;0;1;1;3;2;0;1	11;5;7;0;6;0;0;3;0;0;0;0;0;1;3;4;3;1;3;2	49.0	50.0	25.0	53.0	3L	2302	542	2.215227346
FBgn0052105	RAL	12;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2	2;4;1;1;0;0;1;0;0;0;1;0;1;1;2;1;0;0;0;0	15.0	17.0	4.0	19.0	3L	1237	307	2.215227346
FBgn0052106	RAL	62;12;11;2;3;0;0;1;0;0;0;1;0;6;3;3;7;6;2;4	17;3;2;1;2;2;1;1;0;0;0;0;0;1;1;2;1;2;1;3	40.0	123.0	124.0	44.0	3L	2781	548	2.215227346
FBgn0052107	RAL	41;10;4;12;1;5;9;4;3;1;1;0;4;0;1;1;1;2;2;4	5;7;6;5;1;1;5;1;1;1;0;0;0;0;2;2;1;2;2;1	43.0	106.0	50.0	24.0	3L	1868	353	3.392066873
FBgn0052109	RAL	5;2;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0	2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1	6.0	10.0	6.0	5.0	3L	448	92	2.215227346
FBgn0052110	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	7.0	64.0	25.0	3L	793	157	3.392066873
FBgn0052112	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;3;1;1;1;2;1;0;0;0;1;0;0;1;0;1;0;0;0;2	21.0	4.0	3.0	16.0	3L	996	208	2.215227346
FBgn0052113	RAL	43;5;3;3;0;1;0;0;0;0;1;0;1;1;2;2;1;1;1;2	44;12;13;7;3;5;0;0;1;0;0;2;2;2;6;4;4;2;2;6	115.0	67.0	30.0	122.0	3L	7608	1521	2.215227346
FBgn0052115	RAL	1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;2	3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	8.0	29.0	3.0	3L	911	161	2.630582473
FBgn0052117	RAL	7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3.0	10.0	16.0	5.0	3L	411	98	3.392066873
FBgn0052119	RAL	12;0;0;0;1;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0	5;1;2;1;0;1;0;3;2;3;0;0;0;0;0;0;1;2;0;0	21.0	17.0	21.0	16.0	3L	922	215	1.8690980730000002
FBgn0052121	RAL	8;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0	9;2;4;3;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0	21.0	15.0	21.0	36.0	3L	1237	352	1.315291236
FBgn0052133	RAL	24;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2	13;2;2;2;0;5;5;0;0;0;2;0;2;1;0;0;1;0;1;2	38.0	29.0	480.0	147.0	3L	4500	898	1.938323927
FBgn0052137	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	9;2;1;1;0;1;0;2;1;0;1;0;0;0;1;1;0;0;1;1	22.0	6.0	1.0	13.0	3L	1162	266	3.2536151639999997
FBgn0052138	RAL	11;2;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0	21;2;4;0;2;2;1;1;1;2;3;0;0;0;1;0;1;3;0;4	48.0	16.0	2.0	33.0	3L	2237	555	1.938323927
FBgn0052141	RAL	1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0	5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6.0	4.0	55.0	4.0	3L	465	102	0.9691619640000001
FBgn0052150	RAL	21;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	7.0	24.0	8.0	9.0	3L	1023	209	0.7614844
FBgn0052152	RAL	5;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0	6;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	8.0	9.0	14.0	12.0	3L	684	150	2.353679055
FBgn0052161	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	3.0	5.0	11.0	3L	427	108	1.453742946
FBgn0052163	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	3.0	3L	274	62	2.146001491
FBgn0052170	RAL	11;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1	6;2;0;0;0;1;1;0;0;0;2;0;1;0;0;0;0;0;0;1	14.0	16.0	81.0	32.0	3L	1030	293	1.453742946
FBgn0052174	RAL	7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0	6.0	8.0	4.0	11.0	3L	512	131	1.592194655
FBgn0052176	RAL	8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	4;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0	8.0	10.0	32.0	22.0	3L	1122	248	1.592194655
FBgn0052177	RAL	2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0	0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0	2.0	4.0	1.0	8.0	3L	518	138	1.315291236
FBgn0052179	RAL	0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1	3.0	1.0	3.0	6.0	3L	411	115	1.315291236
FBgn0052181	RAL	11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;5	1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	5.0	20.0	62.0	16.0	3L	1112	212	0.276903418
FBgn0052182	RAL	12;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0	4;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0	8.0	16.0	17.0	10.0	3L	786	188	0.276903418
FBgn0052183	RAL	7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	7.0	9.0	8.0	5.0	3L	909	181	1.315291236
FBgn0052185	RAL	3;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0	0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0	2.0	7.0	6.0	5.0	3L	220	57	1.592194655
FBgn0052187	RAL	7;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0	4;1;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1	10.0	11.0	11.0	15.0	3L	774	180	0.276903418
FBgn0052188	RAL	2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	3.0	4.0	11.0	14.0	3L	193	77	0.138451709
FBgn0052189	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	2.0	5.0	3L	193	77	0.138451709
FBgn0052190	RAL	5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	9.0	7.0	23.0	21.0	3L	1102	202	0.276903418
FBgn0052191	RAL	3;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1	5;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0	10.0	9.0	10.0	16.0	3L	1066	287	0.276903418
FBgn0052192	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	1.0	0.0	12.0	8.0	3L	275	45	0.6922585459999999
FBgn0052195	RAL	8;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0	6;3;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0	13.0	11.0	15.0	17.0	3L	769	167	1.7998722180000002
FBgn0052196	RAL	6;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0	2.0	9.0	11.0	9.0	3L	387	85	0.138451709
FBgn0052198	RAL	6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	2.0	6.0	10.0	16.0	3L	253	102	1.315291236
FBgn0052199	RAL	13;3;0;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1	6;1;2;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;3;3	19.0	24.0	19.0	12.0	3L	998	208	0.48458098200000005
FBgn0052201	RAL	20;0;4;1;1;0;0;1;1;2;0;0;0;1;0;0;1;0;1;0	3;1;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;1;2	11.0	33.0	78.0	22.0	3L	1013	203	0.48458098200000005
FBgn0052202	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	1.0	3.0	5.0	7.0	3L	273	65	0.48458098200000005
FBgn0052203	RAL	7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9.0	8.0	43.0	16.0	3L	696	140	0.830710255
FBgn0052204	RAL	5;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0	5.0	7.0	3.0	4.0	3L	714	161	2.146001491
FBgn0052206	RAL	14;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0	8;0;3;2;3;1;1;0;0;0;1;0;0;0;2;1;0;0;0;1	23.0	18.0	3.0	41.0	3L	2473	633	0.48458098200000005
FBgn0052208	RAL	4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	5.0	5.0	4.0	3L	249	100	2.769034182
FBgn0052212	RAL	3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;6	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0	6.0	14.0	18.0	8.0	3L	217	77	2.769034182
FBgn0052213	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3.0	2.0	0.0	3.0	3L	249	100	2.769034182
FBgn0052214	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	5.0	4.0	3.0	5.0	3L	224	90	2.769034182
FBgn0052219	RAL	3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	1.0	4.0	13.0	6.0	3L	295	44	2.9767117460000003
FBgn0052220	RAL	2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	3.0	4.0	11.0	3L	366	70	2.9767117460000003
FBgn0052221	RAL	6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	7.0	16.0	16.0	3L	801	175	0.41535512700000005
FBgn0052225	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3L	577	146	0.0
FBgn0052226	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3L	2651	663	0.0
FBgn0052227	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3L	2432	647	0.0
FBgn0052228	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3L	1796	329	0.0
FBgn0052232	RAL	24;4;2;0;1;2;2;1;0;1;1;0;0;1;0;0;2;1;3;1	11;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;2	22.0	46.0	102.0	32.0	3L	1852	366	3.115163455
FBgn0052237	RAL	18;1;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0	19;1;0;0;0;0;1;1;2;0;0;2;0;0;0;0;0;0;0;1	27.0	23.0	2.0	14.0	3L	1693	515	2.146001491
FBgn0052238	RAL	0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;1;2;2;2;1;1;1;1;0;1;1;1;0;1;0;0;0;0;1	23.0	1.0	2.0	20.0	3L	954	211	6.576456182
FBgn0052240	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0	6.0	0.0	4.0	5.0	3L	282	60	3.530518582
FBgn0052241	RAL	10;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	13;0;1;0;2;0;0;0;1;0;0;0;0;0;1;0;0;2;0;3	23.0	13.0	12.0	22.0	3L	822	276	2.215227346
FBgn0052243	RAL	6;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0	2;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0	7.0	11.0	60.0	17.0	3L	953	192	4.084325419
FBgn0052246	RAL	6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1	4;1;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2	12.0	13.0	58.0	20.0	3L	1095	221	6.576456182
FBgn0052248	RAL	6;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	5.0	8.0	1.0	9.0	3L	361	130	2.215227346
FBgn0052249	RAL	5;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1	11;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4	18.0	10.0	15.0	21.0	3L	462	179	2.215227346
FBgn0052250	RAL	4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4	15.0	5.0	4.0	10.0	3L	593	175	3.530518582
FBgn0052251	RAL	36;4;7;10;1;3;7;2;6;3;5;2;1;2;0;0;2;2;2;1	10;4;3;3;0;0;3;6;4;1;3;0;1;2;0;0;1;2;1;0	44.0	96.0	66.0	39.0	3L	2869	542	3.530518582
FBgn0052255	RAL	9;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;2;0	3;5;5;0;0;1;0;0;0;1;0;0;1;0;0;0;1;2;2;0	21.0	16.0	7.0	16.0	3L	910	192	2.422904909
FBgn0052259	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	4.0	29.0	7.0	3L	325	70	2.422904909
FBgn0052260	RAL	33;2;1;1;1;0;1;0;1;0;0;0;0;1;1;1;0;2;2;0	7;4;4;3;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2	22.0	47.0	9.0	19.0	3L	1115	327	2.838260037
FBgn0052262	RAL	2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0	6;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0	11.0	6.0	1.0	13.0	3L	525	129	4.4996805460000004
FBgn0052263	RAL	6;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0	6;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;2;0	15.0	13.0	7.0	4.0	3L	400	95	4.4996805460000004
FBgn0052264	RAL	9;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	14;5;1;2;1;0;1;1;0;0;1;1;1;0;1;0;0;1;0;0	30.0	11.0	3.0	16.0	3L	1938	485	4.084325419
FBgn0052266	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2	3.0	5.0	0.0	0.0	3L	150	0	4.084325419
FBgn0052267	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	1.0	1.0	1.0	1.0	3L	95	26	2.215227346
FBgn0052268	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0	2.0	0.0	2.0	3.0	3L	142	32	1.246065382
FBgn0052269	RAL	9;2;0;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1	8;2;1;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0	17.0	17.0	13.0	22.0	3L	648	175	2.076775637
FBgn0052270	RAL	10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;2;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0	11.0	12.0	6.0	12.0	3L	498	143	2.076775637
FBgn0052271	RAL	5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0	5.0	7.0	5.0	12.0	3L	485	142	2.076775637
FBgn0052274	RAL	2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	5.0	3.0	2.0	3L	139	26	1.246065382
FBgn0052277	RAL	4;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0	2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1	5.0	8.0	7.0	12.0	3L	500	130	2.076775637
FBgn0052278	RAL	2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	4.0	7.0	7.0	3L	218	49	1.315291236
