id	pop	DAF0f	DAF4f	p0	pi	di	d0	chr	name	mi	m0	recomb
FBgn0038488	RAL	9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;1;1;0;5;1;0;0;2;0;0;1;1;0;1;2;0;0;0;1	19.0	10.0	4.0	13.0	3R	m-cup	1786	222	1.4145838119999998
FBgn0038488	ZI	4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	30;2;5;0;2;0;1;2;0;0;2;1;1;2;1;0;0;0;1;1	51.0	5.0	4.0	10.0	3R	m-cup	1786	222	1.4145838119999998
FBgn0038490	RAL	6;3;0;0;2;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0	2;2;2;2;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0	13.0	15.0	21.0	16.0	3R	CG5285	535	133	1.4145838119999998
FBgn0038490	ZI	30;3;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;3	17;2;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0	26.0	41.0	17.0	16.0	3R	CG5285	535	133	1.4145838119999998
FBgn0038491	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;1;1;0;0;0;1;2;0;0;1;1;0;0;0;0;0;0;0;0	10.0	1.0	3.0	0.0	3R	CG5292	310	85	1.4145838119999998
FBgn0038491	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;0;1;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0	12.0	3.0	3.0	0.0	3R	CG5292	310	85	1.4145838119999998
FBgn0038492	RAL	22;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;1;1	17;2;0;1;0;0;1;1;0;0;0;0;0;0;0;0;3;1;0;3	29.0	30.0	366.0	217.0	3R	Mur89F	5657	765	1.4145838119999998
FBgn0038492	ZI	126;5;2;2;1;1;0;1;1;1;0;0;0;0;1;3;0;1;3;13	74;9;6;3;0;1;0;0;2;2;2;2;0;0;1;5;2;3;3;20	135.0	161.0	332.0	164.0	3R	Mur89F	5657	765	1.4145838119999998
FBgn0038494	RAL	4;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0	2;0;0;1;1;2;0;1;1;1;1;0;0;0;0;1;0;0;0;0	11.0	9.0	3.0	4.0	3R	beat-IIb	946	222	1.741026231
FBgn0038494	ZI	15;1;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0	23;3;1;1;1;0;0;0;1;2;1;0;0;0;0;0;0;1;0;1	35.0	20.0	2.0	3.0	3R	beat-IIb	946	222	1.741026231
FBgn0038498	RAL	9;2;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0	9;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0	12.0	15.0	3.0	5.0	3R	beat-IIa	972	262	0.544070697
FBgn0038498	ZI	24;1;2;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0	15;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1	21.0	32.0	4.0	4.0	3R	beat-IIa	972	262	0.544070697
FBgn0038499	RAL	3;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	10;3;1;0;0;1;0;0;0;1;1;1;0;1;2;1;0;0;0;0	22.0	8.0	6.0	23.0	3R	Brf	1573	332	1.741026231
FBgn0038499	ZI	16;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	22;4;1;3;2;1;1;2;1;0;0;2;0;0;0;0;0;1;2;0	42.0	20.0	6.0	20.0	3R	Brf	1573	332	1.741026231
FBgn0038504	RAL	4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	9.0	5.0	6.0	19.0	3R	Sur-8	1802	0	1.741026231
FBgn0038504	ZI	17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	12;2;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0	20.0	19.0	7.0	18.0	3R	Sur-8	1802	0	1.741026231
FBgn0038505	RAL	17;0;0;0;0;0;0;0;1;0;1;0;3;1;0;1;1;0;0;0	7;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0	14.0	25.0	18.0	22.0	3R	CG17283	918	213	1.741026231
FBgn0038505	ZI	24;2;0;0;1;1;2;0;0;0;0;0;1;0;0;0;1;0;0;1	19;3;0;1;2;1;0;1;1;1;1;1;0;0;0;0;0;1;0;2	34.0	33.0	18.0	19.0	3R	CG17283	918	213	1.741026231
FBgn0038506	RAL	5;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3	7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0	12.0	13.0	15.0	16.0	3R	CG5860	707	179	1.741026231
FBgn0038506	ZI	40;1;0;0;2;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0	12;3;2;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1	24.0	48.0	16.0	14.0	3R	CG5860	707	179	1.741026231
FBgn0038507	RAL	6;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0	6;1;1;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0	12.0	9.0	4.0	20.0	3R	CG5863	767	192	1.741026231
FBgn0038507	ZI	17;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2	23;5;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;1	33.0	21.0	2.0	19.0	3R	CG5863	767	192	1.741026231
FBgn0038508	RAL	15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0	5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7.0	22.0	18.0	4.0	3R	CG5866	430	94	1.741026231
FBgn0038508	ZI	25;9;2;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;4	8;7;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	17.0	44.0	16.0	4.0	3R	CG5866	430	94	1.741026231
FBgn0038509	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	6.0	6.0	8.0	4.0	3R	CG14332	266	97	1.741026231
FBgn0038509	ZI	18;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1	6;1;3;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0	13.0	24.0	7.0	3.0	3R	CG14332	266	97	1.741026231
FBgn0038510	RAL	6;2;3;0;1;0;1;0;2;0;0;0;0;0;0;0;0;2;0;0	1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0	2.0	17.0	5.0	9.0	3R	CG14331	780	131	1.741026231
FBgn0038510	ZI	26;4;0;1;3;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0	10;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0	15.0	39.0	4.0	7.0	3R	CG14331	780	131	1.741026231
FBgn0038511	RAL	2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	15;4;1;0;1;2;0;1;0;0;1;1;3;0;0;0;0;0;1;4	34.0	4.0	2.0	36.0	3R	CG5873	1446	356	1.741026231
FBgn0038511	ZI	7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	31;4;4;2;1;1;1;1;1;1;0;2;0;0;1;0;0;2;2;2	56.0	8.0	2.0	29.0	3R	CG5873	1446	356	1.741026231
FBgn0038512	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	1.0	0.0	0.0	3R	CG14330	198	56	1.741026231
FBgn0038512	ZI	21;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0	9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	10.0	25.0	0.0	2.0	3R	CG14330	198	56	1.741026231
FBgn0038515	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5.0	4.0	6.0	6.0	3R	CG5823	654	172	1.5233979519999998
FBgn0038515	ZI	6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	13;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1	19.0	7.0	6.0	4.0	3R	CG5823	654	172	1.5233979519999998
FBgn0038516	RAL	0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0	3;1;2;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0	9.0	2.0	3.0	16.0	3R	P5cr-2	530	167	1.5233979519999998
FBgn0038516	ZI	9;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0	16;3;1;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;1	25.0	12.0	3.0	14.0	3R	P5cr-2	530	167	1.5233979519999998
FBgn0038519	RAL	7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	7.0	0.0	7.0	3R	Prx3	551	0	1.5233979519999998
FBgn0038519	ZI	8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	19.0	8.0	0.0	7.0	3R	Prx3	551	0	1.5233979519999998
FBgn0038523	RAL	2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0	5.0	4.0	8.0	1.0	3R	CG7587	274	57	1.632212091
FBgn0038523	ZI	5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1	12.0	6.0	7.0	0.0	3R	CG7587	274	57	1.632212091
FBgn0038524	RAL	10;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0	4;0;1;1;1;1;0;2;2;0;0;2;3;0;0;0;0;0;0;0	17.0	13.0	5.0	14.0	3R	sll	908	222	1.632212091
FBgn0038524	ZI	23;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1	30;7;4;2;0;0;1;0;0;2;0;0;0;1;0;0;1;0;0;1	49.0	27.0	4.0	11.0	3R	sll	908	222	1.632212091
FBgn0038525	RAL	7;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0	7;1;0;1;0;0;0;0;0;0;1;4;1;0;3;1;2;1;0;1	23.0	10.0	1.0	13.0	3R	CG14329	572	184	1.632212091
FBgn0038525	ZI	10;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0	19;4;1;1;4;0;2;0;2;1;0;1;1;1;0;3;1;0;1;0	42.0	15.0	1.0	12.0	3R	CG14329	572	184	1.632212091
FBgn0038526	RAL	4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0	3;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0	7.0	5.0	5.0	9.0	3R	CG14327	300	89	1.632212091
FBgn0038526	ZI	9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1	9;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1	16.0	11.0	4.0	8.0	3R	CG14327	300	89	1.632212091
FBgn0038527	RAL	2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	4;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0	6.0	4.0	1.0	4.0	3R	CG14324	298	0	1.632212091
FBgn0038527	ZI	8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;0;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0	10.0	9.0	1.0	3.0	3R	CG14324	298	0	1.632212091
FBgn0038528	RAL	2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6.0	3.0	0.0	5.0	3R	CG14326	262	95	1.632212091
FBgn0038528	ZI	10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0	10.0	10.0	0.0	6.0	3R	CG14326	262	95	1.632212091
FBgn0038529	RAL	10;3;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0	5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1	10.0	18.0	10.0	3.0	3R	CG14323	494	123	1.632212091
FBgn0038529	ZI	20;5;0;0;3;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0	9;1;1;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0	16.0	31.0	10.0	2.0	3R	CG14323	494	123	1.632212091
FBgn0038530	RAL	7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0	12.0	8.0	6.0	12.0	3R	AttD	354	109	1.632212091
FBgn0038530	ZI	18;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2	5;1;0;1;1;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0	13.0	25.0	4.0	11.0	3R	AttD	354	109	1.632212091
FBgn0038531	RAL	7;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;2;0;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0	11.0	12.0	1.0	7.0	3R	CG14325	870	182	1.632212091
FBgn0038531	ZI	36;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	13;4;1;1;0;2;0;1;0;1;0;1;0;0;0;1;1;0;0;2	28.0	41.0	1.0	5.0	3R	CG14325	870	182	1.632212091
FBgn0038532	RAL	40;22;11;3;4;11;3;1;0;5;1;4;0;5;5;1;1;1;2;5	14;12;6;2;5;3;0;3;0;2;1;2;0;0;0;3;1;1;2;1	58.0	125.0	121.0	47.0	3R	CG14322	3092	673	1.632212091
FBgn0038532	ZI	128;33;19;8;9;5;2;3;2;1;1;4;1;1;3;2;3;2;2;9	51;11;7;7;6;4;1;2;3;1;2;0;1;0;2;0;2;0;4;3	107.0	238.0	106.0	43.0	3R	CG14322	3092	673	1.632212091
FBgn0038533	RAL	5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;0;0;0;1	11.0	7.0	1.0	8.0	3R	CG7523	594	153	1.632212091
FBgn0038533	ZI	13;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0	12;0;0;1;1;1;0;0;1;0;0;1;0;1;0;1;2;0;0;1	22.0	15.0	1.0	5.0	3R	CG7523	594	153	1.632212091
FBgn0038535	RAL	8;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0	6;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;1	12.0	14.0	14.0	29.0	3R	alt	2249	271	1.632212091
FBgn0038535	ZI	33;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;2	31;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;2	38.0	41.0	11.0	27.0	3R	alt	2249	271	1.632212091
FBgn0038536	RAL	0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5.0	1.0	6.0	7.0	3R	CG7655	487	128	3.264424182
FBgn0038536	ZI	7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8.0	7.0	6.0	7.0	3R	CG7655	487	128	3.264424182
FBgn0038539	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0	6.0	0.0	0.0	3.0	3R	Atg8b	284	57	3.264424182
FBgn0038539	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	8.0	2.0	0.0	4.0	3R	Atg8b	284	57	3.264424182
FBgn0038540	RAL	1;1;1;0;0;1;1;0;0;0;2;0;1;0;0;0;0;0;0;0	0;0;2;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0	6.0	8.0	1.0	3.0	3R	CG14321	237	49	3.264424182
FBgn0038540	ZI	7;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0	8;2;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	14.0	14.0	1.0	2.0	3R	CG14321	237	49	3.264424182
FBgn0038541	RAL	3;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0	11;2;0;0;3;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0	21.0	9.0	10.0	14.0	3R	TyrRII	1129	323	3.264424182
FBgn0038541	ZI	25;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;2;0	31;3;1;0;1;2;0;1;0;0;1;2;0;0;0;0;0;0;0;3	45.0	32.0	9.0	14.0	3R	TyrRII	1129	323	3.264424182
FBgn0038542	RAL	9;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	8;3;1;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;2	19.0	12.0	125.0	43.0	3R	TyrR	1446	386	3.264424182
FBgn0038542	ZI	24;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1	30;1;3;1;2;0;0;1;3;0;0;0;0;1;0;0;0;0;0;3	45.0	32.0	125.0	42.0	3R	TyrR	1446	386	3.264424182
FBgn0038545	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	2.0	2.0	8.0	3R	CG7713	328	85	0.544070697
FBgn0038545	ZI	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	14.0	5.0	2.0	7.0	3R	CG7713	328	85	0.544070697
FBgn0038546	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3	9.0	2.0	6.0	15.0	3R	CG7379	1001	243	0.544070697
FBgn0038546	ZI	7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	20;1;1;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0	26.0	8.0	5.0	14.0	3R	CG7379	1001	243	0.544070697
FBgn0038547	RAL	21;1;0;0;0;2;0;1;1;1;1;0;1;1;1;0;0;0;0;1	7;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2	13.0	32.0	46.0	19.0	3R	CG17803	1459	243	0.544070697
FBgn0038547	ZI	50;6;1;2;0;1;1;0;0;2;0;0;1;0;0;0;0;0;0;1	12;1;1;1;0;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0	22.0	65.0	45.0	18.0	3R	CG17803	1459	243	0.544070697
FBgn0038548	RAL	11;1;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;1	4;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0	9.0	22.0	21.0	18.0	3R	CG17806	1030	186	0.544070697
FBgn0038548	ZI	47;4;2;1;0;1;1;0;0;0;0;1;2;1;0;0;1;0;0;0	17;3;2;2;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0	27.0	61.0	20.0	18.0	3R	CG17806	1030	186	0.544070697
FBgn0038549	RAL	8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0	4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	6.0	10.0	41.0	8.0	3R	CG17802	1115	0	0.544070697
FBgn0038549	ZI	15;4;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1	11;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1	14.0	25.0	36.0	7.0	3R	CG17802	1115	0	0.544070697
FBgn0038550	RAL	8;3;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;1;2	3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0	6.0	19.0	47.0	14.0	3R	CG17801	942	158	0.544070697
FBgn0038550	ZI	24;3;1;0;0;0;1;1;2;1;0;1;0;0;0;0;0;1;1;1	14;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;1	20.0	37.0	46.0	11.0	3R	CG17801	942	158	0.544070697
FBgn0038551	RAL	6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	10.0	6.0	27.0	21.0	3R	CG7357	1052	181	0.544070697
FBgn0038551	ZI	13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2	15.0	14.0	26.0	18.0	3R	CG7357	1052	181	0.544070697
FBgn0038552	RAL	6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1	3;1;0;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;1;2	13.0	10.0	6.0	10.0	3R	CG18012	1040	240	0.544070697
FBgn0038552	ZI	22;1;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0	21;4;2;2;0;0;2;1;0;1;0;0;0;1;0;0;1;0;2;4	41.0	27.0	6.0	6.0	3R	CG18012	1040	240	0.544070697
FBgn0038558	RAL	8;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	1.0	10.0	8.0	4.0	3R	CG12347	211	46	1.958654509
FBgn0038558	ZI	5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2	2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	3.0	8.0	7.0	4.0	3R	CG12347	211	46	1.958654509
FBgn0038564	RAL	9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	8;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0	15.0	10.0	1.0	10.0	3R	CG7785	485	137	4.352565577
FBgn0038564	ZI	13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0	13;0;0;2;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1	21.0	14.0	1.0	8.0	3R	CG7785	485	137	4.352565577
FBgn0038565	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;2;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;3;2	14.0	0.0	256.0	109.0	3R	CG7794	875	224	4.352565577
FBgn0038565	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;1;0;0;0;1;0;2;0;0;0;0;2;0;1;0;1;0;1;3	21.0	0.0	257.0	99.0	3R	CG7794	875	224	4.352565577
FBgn0038566	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1	10;3;1;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;1	20.0	7.0	6.0	9.0	3R	CG14317	873	154	2.0674686490000003
FBgn0038566	ZI	17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	22;7;1;1;1;2;0;0;0;1;2;0;0;0;0;0;0;0;1;0	38.0	20.0	5.0	6.0	3R	CG14317	873	154	2.0674686490000003
FBgn0038567	RAL	13;1;0;1;1;0;3;0;0;0;0;0;0;0;0;1;0;1;1;3	5;1;0;3;1;0;1;0;2;0;0;2;2;0;1;1;1;2;0;0	22.0	25.0	33.0	19.0	3R	CG14316	822	152	2.0674686490000003
FBgn0038567	ZI	23;4;2;0;1;1;0;0;1;0;0;1;0;0;2;0;0;1;2;1	14;5;0;1;1;0;2;1;1;0;0;3;0;2;0;1;1;1;1;1	35.0	39.0	33.0	18.0	3R	CG14316	822	152	2.0674686490000003
FBgn0038568	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;1;1;0;0;0;0;0;0;1;1;0;0;0;3;0;0;1;0	14.0	3.0	14.0	13.0	3R	CG14315	421	98	2.0674686490000003
FBgn0038568	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	11;0;2;0;2;1;1;0;1;0;1;0;1;0;1;1;1;0;1;0	24.0	2.0	14.0	11.0	3R	CG14315	421	98	2.0674686490000003
FBgn0038569	RAL	14;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0	15;3;3;1;1;3;0;0;0;0;0;0;0;0;1;1;3;1;1;4	37.0	18.0	4.0	17.0	3R	CG7218	1576	367	2.0674686490000003
FBgn0038569	ZI	26;3;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0	24;11;5;1;0;0;0;2;1;0;1;2;2;1;1;1;2;0;2;2	58.0	34.0	4.0	14.0	3R	CG7218	1576	367	2.0674686490000003
FBgn0038570	RAL	2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	6.0	3.0	0.0	11.0	3R	Prx5	425	128	2.0674686490000003
FBgn0038570	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	12.0	3.0	1.0	10.0	3R	Prx5	425	128	2.0674686490000003
FBgn0038571	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3.0	4.0	5.0	7.0	3R	CG7215	306	63	2.0674686490000003
FBgn0038571	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1	5.0	3.0	5.0	6.0	3R	CG7215	306	63	2.0674686490000003
FBgn0038575	RAL	4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	0;2;0;0;0;2;1;0;0;0;2;0;0;0;0;0;0;0;0;1	8.0	5.0	53.0	23.0	3R	CG7208	1237	0	8.378688735
FBgn0038575	ZI	6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2	8;2;2;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0	16.0	10.0	51.0	21.0	3R	CG7208	1237	0	8.378688735
FBgn0038576	RAL	7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1	9;3;1;1;1;1;0;0;0;0;0;0;0;1;2;0;2;0;2;1	24.0	11.0	10.0	16.0	3R	Arp5	1240	261	8.378688735
